"replicates","emergence_time","fullname","round","diet","conditions","subreplicates"
"v4a",302,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",302,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",303,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",303,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",304,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",305,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",307,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4b",275,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",276,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",277,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",277,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",278,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",280,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",280,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",280,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",281,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",282,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",282,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",282,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",282,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",283,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",285,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",285,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",297,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",298,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",298,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",298,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",298,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",298,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",298,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",298,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",299,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",299,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",299,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",300,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",300,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",301,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",301,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",302,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",303,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",303,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",307,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4b",308,"hsd_selection_round2.csv",2,"hsd","selection","4b"
"v4c",275,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",278,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",279,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",279,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",279,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",279,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",280,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",280,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",281,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",281,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",281,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",281,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",281,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",283,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",284,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",297,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",298,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",299,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",299,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",299,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",299,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",300,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",300,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",301,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",301,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",301,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",305,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v4c",307,"hsd_selection_round2.csv",2,"hsd","selection","4c"
"v5a",277,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",277,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",278,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",282,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",282,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",284,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",297,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",297,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",297,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",297,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",297,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",297,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",297,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",298,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",298,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",299,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",300,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",300,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",301,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",301,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",301,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",302,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",302,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",302,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",303,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",303,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",303,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",303,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",306,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5a",308,"hsd_selection_round2.csv",2,"hsd","selection","5a"
"v5b",278,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",278,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",279,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",280,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",280,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",280,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",283,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",284,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",285,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",297,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",297,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",297,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",297,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",297,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",297,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",297,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",297,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",298,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",298,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",298,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",298,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",298,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",298,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",299,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",299,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",299,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",299,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",300,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",300,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",300,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",300,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",301,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",301,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",302,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",303,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",304,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",304,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5b",306,"hsd_selection_round2.csv",2,"hsd","selection","5b"
"v5c",282,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",283,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",283,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",284,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",284,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",297,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",297,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",297,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",297,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",297,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",297,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",297,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",297,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",298,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",299,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",299,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",300,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",300,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",300,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",300,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",300,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",300,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",300,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",301,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",301,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",301,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",301,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",301,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",302,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",302,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",303,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",303,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",303,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",303,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",305,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",305,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",305,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",305,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",305,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",306,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",306,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",307,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v5c",308,"hsd_selection_round2.csv",2,"hsd","selection","5c"
"v6a",281,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",282,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",283,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",285,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",297,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",297,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",297,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",297,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",297,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",297,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",298,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",298,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",298,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",298,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",299,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",299,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",299,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",300,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",300,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",300,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",301,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",301,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",301,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",302,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",302,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",303,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",303,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",303,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",303,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",304,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",304,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",305,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",305,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",305,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",305,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",306,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",306,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",308,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6a",308,"hsd_selection_round2.csv",2,"hsd","selection","6a"
"v6b",275,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",278,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",279,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",279,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",280,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",280,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",283,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",284,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",297,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",297,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",297,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",298,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",298,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",298,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",298,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",300,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",302,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",302,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",303,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",303,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",303,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6b",307,"hsd_selection_round2.csv",2,"hsd","selection","6b"
"v6c",277,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",281,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",284,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",297,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",297,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",297,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",297,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",297,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",297,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",298,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",298,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",298,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",298,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",299,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",300,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",300,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",301,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",303,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",304,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v6c",308,"hsd_selection_round2.csv",2,"hsd","selection","6c"
"v7a",277,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",277,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",281,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",281,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",282,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",284,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",297,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",297,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",297,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",297,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",297,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",297,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",297,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",298,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",298,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",300,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",301,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",301,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",302,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",303,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",303,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",304,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",304,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7a",309,"hsd_selection_round2.csv",2,"hsd","selection","7a"
"v7b",277,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",280,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",280,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",280,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",282,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",282,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",282,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",283,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",285,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",297,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",297,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",297,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",298,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",302,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7b",304,"hsd_selection_round2.csv",2,"hsd","selection","7b"
"v7c",279,"hsd_selection_round2.csv",2,"hsd","selection","7c"
"v7c",282,"hsd_selection_round2.csv",2,"hsd","selection","7c"
